mcts_label,minimax_label,mcts_rounds,minimax_depth,games,games_mcts_black,games_mcts_white,mcts_win_rate,minimax_win_rate,mcts_win_rate_percent,minimax_win_rate_percent,avg_total_duration_s,avg_move_count,avg_mcts_move_time_s,avg_minimax_move_time_s,max_mcts_move_time_s,max_minimax_move_time_s,mcts_exceeded_move_time_limit_games,minimax_exceeded_move_time_limit_games,move_time_limit_s,avg_mcts_margin,avg_abs_margin,termination_summary
MCTS(rounds=300),Minimax(depth=4),300,4,10,5,5,0.0,1.0,0.0,100.0,51.07712350309593,34.5,2.094400803081,0.9111229142469999,5.72726974206,3.50746016204,0,0,20.0,-10.3,10.3,two_passes:10
