game_index,seed,board_size,move_limit,komi,black_label,white_label,black_family,white_family,winner_color,winner_label,black_won,white_won,move_count,termination_reason,total_duration_s,black_turns,white_turns,black_think_time_s,white_think_time_s,black_avg_move_time_s,white_avg_move_time_s,black_max_move_time_s,white_max_move_time_s,black_exceeded_move_time_limit,white_exceeded_move_time_limit,black_margin,score_b,score_w,komi,result_text
0,20263419,5,50,7.5,"MCTS(rounds=1000, c=1.414, depth=50, rollout=heuristic, expand=uniform, prior=false)","MCTS(rounds=1000, c=1.414, depth=50, rollout=random, expand=uniform, prior=false)",MCTS,MCTS,black,"MCTS(rounds=1000, c=1.414, depth=50, rollout=heuristic, expand=uniform, prior=false)",1,0,41,two_passes,472.30502724740654,21,20,302.2408036608249,170.06248757895082,14.392419221944042,8.503124378947541,18.525072030723095,10.698843531310558,0,0,7.5,19,4,7.5,B+7.5
1,20263420,5,50,7.5,"MCTS(rounds=1000, c=1.414, depth=50, rollout=heuristic, expand=uniform, prior=false)","MCTS(rounds=1000, c=1.414, depth=50, rollout=random, expand=uniform, prior=false)",MCTS,MCTS,black,"MCTS(rounds=1000, c=1.414, depth=50, rollout=heuristic, expand=uniform, prior=false)",1,0,31,two_passes,397.80438148602843,16,15,250.09438728541136,147.7087104152888,15.63089920533821,9.847247361019253,34.50977079290897,19.791703475639224,1,0,2.5,17,7,7.5,B+2.5
2,20263421,5,50,7.5,"MCTS(rounds=1000, c=1.414, depth=50, rollout=heuristic, expand=uniform, prior=false)","MCTS(rounds=1000, c=1.414, depth=50, rollout=random, expand=uniform, prior=false)",MCTS,MCTS,black,"MCTS(rounds=1000, c=1.414, depth=50, rollout=heuristic, expand=uniform, prior=false)",1,0,29,two_passes,432.64065472222865,15,14,268.990650058724,163.64870293904096,17.93271000391493,11.689193067074354,36.29804617166519,20.66129999421537,1,1,0.5,15,7,7.5,B+0.5
3,20263422,5,50,7.5,"MCTS(rounds=1000, c=1.414, depth=50, rollout=heuristic, expand=uniform, prior=false)","MCTS(rounds=1000, c=1.414, depth=50, rollout=random, expand=uniform, prior=false)",MCTS,MCTS,black,"MCTS(rounds=1000, c=1.414, depth=50, rollout=heuristic, expand=uniform, prior=false)",1,0,29,two_passes,442.60840979311615,15,14,281.30531439371407,161.30179713480175,18.753687626247604,11.521556938200124,37.39512340631336,21.446275209076703,1,1,3.5,18,7,7.5,B+3.5
4,20263423,5,50,7.5,"MCTS(rounds=1000, c=1.414, depth=50, rollout=heuristic, expand=uniform, prior=false)","MCTS(rounds=1000, c=1.414, depth=50, rollout=random, expand=uniform, prior=false)",MCTS,MCTS,black,"MCTS(rounds=1000, c=1.414, depth=50, rollout=heuristic, expand=uniform, prior=false)",1,0,29,two_passes,356.9694096967578,15,14,228.45678705722094,128.51150218117982,15.230452470481396,9.179393012941416,18.825611032545567,10.405863366089761,0,0,7.5,19,4,7.5,B+7.5
