game_index,seed,board_size,move_limit,komi,black_label,white_label,black_family,white_family,winner_color,winner_label,black_won,white_won,move_count,termination_reason,total_duration_s,black_turns,white_turns,black_think_time_s,white_think_time_s,black_avg_move_time_s,white_avg_move_time_s,black_max_move_time_s,white_max_move_time_s,black_exceeded_move_time_limit,white_exceeded_move_time_limit,black_margin,score_b,score_w,komi,result_text
0,20264423,5,50,7.5,Minimax(depth=5),"MCTS(rounds=2200, c=0.6, depth=10, rollout=heuristic, expand=heuristic, prior=true)",Minimax,MCTS,black,Minimax(depth=5),1,0,47,two_passes,383.3192563899793,24,23,61.202253544237465,322.1141963178525,2.550093897676561,14.004965057297934,14.753796510049142,39.951150248991325,0,1,17.5,25,0,7.5,B+17.5
