black_label,white_label,black_family,white_family,games,black_win_rate,white_win_rate,black_win_rate_percent,white_win_rate_percent,avg_total_duration_s,avg_move_count,avg_black_move_time_s,avg_white_move_time_s,max_black_move_time_s,max_white_move_time_s,black_exceeded_move_time_limit_games,white_exceeded_move_time_limit_games,move_time_limit_s,avg_black_margin,avg_abs_margin,termination_summary
Minimax(depth=5),"MCTS(rounds=3000, c=0.6, depth=10, rollout=heuristic, expand=heuristic, prior=true)",Minimax,MCTS,5,0.8,0.2,80.0,20.0,414.57080903339664,48.2,1.884689872293888,15.474568749205897,14.594306788989343,54.938181711011566,0,5,20.0,7.5,20.5,move_limit_score:2; two_passes:3
