mcts_label,minimax_label,mcts_rounds,minimax_depth,games,games_mcts_black,games_mcts_white,mcts_win_rate,minimax_win_rate,mcts_win_rate_percent,minimax_win_rate_percent,avg_total_duration_s,avg_move_count,avg_mcts_move_time_s,avg_minimax_move_time_s,max_mcts_move_time_s,max_minimax_move_time_s,mcts_exceeded_move_time_limit_games,minimax_exceeded_move_time_limit_games,move_time_limit_s,avg_mcts_margin,avg_abs_margin,termination_summary
MCTS(rounds=2200),Minimax(depth=4),2200,4,10,5,5,0.0,1.0,0.0,100.0,237.5323855595896,33.0,13.717164769939998,0.8541036424723,40.9190751651,3.42140705499,10,0,20.0,-8.2,8.2,two_passes:10
