game_index,seed,board_size,move_limit,komi,black_label,white_label,black_family,white_family,winner_color,winner_label,black_won,white_won,move_count,termination_reason,total_duration_s,black_turns,white_turns,black_think_time_s,white_think_time_s,black_avg_move_time_s,white_avg_move_time_s,black_max_move_time_s,white_max_move_time_s,black_exceeded_move_time_limit,white_exceeded_move_time_limit,black_margin,score_b,score_w,komi,result_text
0,20261419,5,50,7.5,"MCTS(rounds=1000, c=0.6, depth=50, rollout=random, expand=uniform, prior=false)","MCTS(rounds=1000, c=1.414, depth=50, rollout=random, expand=uniform, prior=false)",MCTS,MCTS,black,"MCTS(rounds=1000, c=0.6, depth=50, rollout=random, expand=uniform, prior=false)",1,0,30,two_passes,308.2433765651658,15,15,141.50527620781213,166.73672748170793,9.433685080520808,11.115781832113862,19.528895017690957,19.34488001000136,0,0,0.5,16,8,7.5,B+0.5
1,20261420,5,50,7.5,"MCTS(rounds=1000, c=0.6, depth=50, rollout=random, expand=uniform, prior=false)","MCTS(rounds=1000, c=1.414, depth=50, rollout=random, expand=uniform, prior=false)",MCTS,MCTS,black,"MCTS(rounds=1000, c=0.6, depth=50, rollout=random, expand=uniform, prior=false)",1,0,29,two_passes,351.64869752526283,15,14,168.73497043177485,182.9124199161306,11.24899802878499,13.065172851152186,20.569892728701234,20.563254817388952,1,1,1.5,17,8,7.5,B+1.5
2,20261421,5,50,7.5,"MCTS(rounds=1000, c=0.6, depth=50, rollout=random, expand=uniform, prior=false)","MCTS(rounds=1000, c=1.414, depth=50, rollout=random, expand=uniform, prior=false)",MCTS,MCTS,black,"MCTS(rounds=1000, c=0.6, depth=50, rollout=random, expand=uniform, prior=false)",1,0,27,two_passes,340.46773588564247,14,13,166.17258672136813,174.29397762566805,11.869470480097723,13.407229048128311,20.567054122686386,20.454983113333583,1,1,1.5,17,8,7.5,B+1.5
3,20261422,5,50,7.5,"MCTS(rounds=1000, c=0.6, depth=50, rollout=random, expand=uniform, prior=false)","MCTS(rounds=1000, c=1.414, depth=50, rollout=random, expand=uniform, prior=false)",MCTS,MCTS,black,"MCTS(rounds=1000, c=0.6, depth=50, rollout=random, expand=uniform, prior=false)",1,0,45,two_passes,402.6155700981617,23,22,195.60575724579394,207.00798569526523,8.504598141121475,9.409453895239329,19.31518149934709,19.87674069032073,0,0,3.5,17,6,7.5,B+3.5
4,20261423,5,50,7.5,"MCTS(rounds=1000, c=0.6, depth=50, rollout=random, expand=uniform, prior=false)","MCTS(rounds=1000, c=1.414, depth=50, rollout=random, expand=uniform, prior=false)",MCTS,MCTS,white,"MCTS(rounds=1000, c=1.414, depth=50, rollout=random, expand=uniform, prior=false)",0,1,33,two_passes,321.4458808833733,17,16,153.724651100114,167.7199109569192,9.042626535300823,10.48249443480745,21.107952117919922,21.09240222070366,1,1,-2.5,15,10,7.5,W+2.5
