variant_name,variant_label,standard_name,standard_label,games,games_standard_black,games_standard_white,variant_win_rate,standard_win_rate,variant_win_rate_percent,standard_win_rate_percent,avg_total_duration_s,avg_move_count,avg_variant_move_time_s,avg_standard_move_time_s,max_variant_move_time_s,max_standard_move_time_s,variant_exceeded_move_time_limit_games,standard_exceeded_move_time_limit_games,move_time_limit_s,avg_variant_margin,avg_abs_margin,termination_summary
Prior-bonus MCTS,"MCTS(rounds=1000, c=1.414, depth=50, rollout=random, expand=uniform, prior=true)",Standard MCTS,"MCTS(rounds=1000, c=1.414, depth=50, rollout=random, expand=uniform, prior=false)",10,5,5,0.7,0.3,70.0,30.0,416.44553011106325,44.3,9.763183234112999,9.158921576525,20.9930936843,20.9475555858,7,7,20.0,15.2,18.3,two_passes:10
