game_index,seed,board_size,move_limit,komi,black_label,white_label,black_family,white_family,winner_color,winner_label,black_won,white_won,move_count,termination_reason,total_duration_s,black_turns,white_turns,black_think_time_s,white_think_time_s,black_avg_move_time_s,white_avg_move_time_s,black_max_move_time_s,white_max_move_time_s,black_exceeded_move_time_limit,white_exceeded_move_time_limit,black_margin,score_b,score_w,komi,result_text
0,20264419,5,50,7.5,"MCTS(rounds=1000, c=1.414, depth=50, rollout=random, expand=heuristic, prior=false)","MCTS(rounds=1000, c=1.414, depth=50, rollout=random, expand=uniform, prior=false)",MCTS,MCTS,black,"MCTS(rounds=1000, c=1.414, depth=50, rollout=random, expand=heuristic, prior=false)",1,0,27,two_passes,229.87359540257603,14,13,115.4698418052867,114.40284190420061,8.247845843234765,8.800218608015431,10.356581125408411,10.106249693781137,0,0,3.5,17,6,7.5,B+3.5
