mcts_label,minimax_label,mcts_rounds,minimax_depth,games,games_mcts_black,games_mcts_white,mcts_win_rate,minimax_win_rate,mcts_win_rate_percent,minimax_win_rate_percent,avg_total_duration_s,avg_move_count,avg_mcts_move_time_s,avg_minimax_move_time_s,max_mcts_move_time_s,max_minimax_move_time_s,mcts_exceeded_move_time_limit_games,minimax_exceeded_move_time_limit_games,move_time_limit_s,avg_mcts_margin,avg_abs_margin,termination_summary
MCTS(rounds=5000),Minimax(depth=5),5000,5,10,5,5,0.4,0.6,40.0,60.0,551.262126634398,42.6,24.10735763876,2.053813398828,93.33177888,11.246207585,10,0,20.0,0.5,23.1,move_limit_score:3; two_passes:7
