variant_name,variant_label,standard_name,standard_label,games,games_standard_black,games_standard_white,variant_win_rate,standard_win_rate,variant_win_rate_percent,standard_win_rate_percent,avg_total_duration_s,avg_move_count,avg_variant_move_time_s,avg_standard_move_time_s,max_variant_move_time_s,max_standard_move_time_s,variant_exceeded_move_time_limit_games,standard_exceeded_move_time_limit_games,move_time_limit_s,avg_variant_margin,avg_abs_margin,termination_summary
Optimized MCTS,"MCTS(rounds=1000, c=0.6, depth=10, rollout=heuristic, expand=heuristic, prior=true)",Standard MCTS,"MCTS(rounds=1000, c=1.414, depth=50, rollout=random, expand=uniform, prior=false)",10,5,5,0.9,0.1,90.0,10.0,340.91779258064923,43.8,5.069379392879,10.880034266718999,12.714679094,21.0511756828,0,10,20.0,21.9,22.8,two_passes:10
