black_label,white_label,black_family,white_family,games,black_win_rate,white_win_rate,black_win_rate_percent,white_win_rate_percent,avg_total_duration_s,avg_move_count,avg_black_move_time_s,avg_white_move_time_s,max_black_move_time_s,max_white_move_time_s,black_exceeded_move_time_limit_games,white_exceeded_move_time_limit_games,move_time_limit_s,avg_black_margin,avg_abs_margin,termination_summary
Minimax(depth=4),"MCTS(rounds=300, c=0.6, depth=10, rollout=heuristic, expand=heuristic, prior=true)",Minimax,MCTS,5,1.0,0.0,100.0,0.0,61.5882195251761,39.8,0.9132574922694033,2.2429734643447947,3.5074601620435715,5.727269742055796,0,0,20.0,8.1,8.1,two_passes:5
