variant_name,variant_label,standard_name,standard_label,games,games_standard_black,games_standard_white,variant_win_rate,standard_win_rate,variant_win_rate_percent,standard_win_rate_percent,avg_total_duration_s,avg_move_count,avg_variant_move_time_s,avg_standard_move_time_s,max_variant_move_time_s,max_standard_move_time_s,variant_exceeded_move_time_limit_games,standard_exceeded_move_time_limit_games,move_time_limit_s,avg_variant_margin,avg_abs_margin,termination_summary
Low-c MCTS,"MCTS(rounds=1000, c=0.6, depth=50, rollout=random, expand=uniform, prior=false)",Standard MCTS,"MCTS(rounds=1000, c=1.414, depth=50, rollout=random, expand=uniform, prior=false)",10,5,5,0.7,0.3,70.0,30.0,330.11470020003617,33.6,9.733053322136,10.213466019349,21.1079521179,21.0924022207,5,5,20.0,4.3,5.8,two_passes:10
