mcts_label,minimax_label,mcts_rounds,minimax_depth,games,games_mcts_black,games_mcts_white,mcts_win_rate,minimax_win_rate,mcts_win_rate_percent,minimax_win_rate_percent,avg_total_duration_s,avg_move_count,avg_mcts_move_time_s,avg_minimax_move_time_s,max_mcts_move_time_s,max_minimax_move_time_s,mcts_exceeded_move_time_limit_games,minimax_exceeded_move_time_limit_games,move_time_limit_s,avg_mcts_margin,avg_abs_margin,termination_summary
MCTS(rounds=2200),Minimax(depth=5),2200,5,10,5,5,0.0,1.0,0.0,100.0,297.90204181968,43.6,11.471604494008,2.504871858772,40.40294303,14.75379651,10,0,20.0,-19.5,19.5,move_limit_score:1; two_passes:9
