mcts_label,minimax_label,mcts_rounds,minimax_depth,games,games_mcts_black,games_mcts_white,mcts_win_rate,minimax_win_rate,mcts_win_rate_percent,minimax_win_rate_percent,avg_total_duration_s,avg_move_count,avg_mcts_move_time_s,avg_minimax_move_time_s,max_mcts_move_time_s,max_minimax_move_time_s,mcts_exceeded_move_time_limit_games,minimax_exceeded_move_time_limit_games,move_time_limit_s,avg_mcts_margin,avg_abs_margin,termination_summary
MCTS(rounds=600),Minimax(depth=5),600,5,10,5,5,0.0,1.0,0.0,100.0,123.86040255739354,33.9,4.289740114806,3.205091109753,11.022970648,15.0476634899,0,0,20.0,-9.3,9.3,two_passes:10
