variant_name,variant_label,standard_name,standard_label,games,games_standard_black,games_standard_white,variant_win_rate,standard_win_rate,variant_win_rate_percent,standard_win_rate_percent,avg_total_duration_s,avg_move_count,avg_variant_move_time_s,avg_standard_move_time_s,max_variant_move_time_s,max_standard_move_time_s,variant_exceeded_move_time_limit_games,standard_exceeded_move_time_limit_games,move_time_limit_s,avg_variant_margin,avg_abs_margin,termination_summary
Standard MCTS,"MCTS(rounds=1000, c=1.414, depth=50, rollout=random, expand=uniform, prior=false)",Standard MCTS,"MCTS(rounds=1000, c=1.414, depth=50, rollout=random, expand=uniform, prior=false)",10,5,5,0.5,0.5,50.0,50.0,324.50901267807933,31.4,10.444010896308999,10.232299216893,20.957506719,21.1645894945,5,5,20.0,0.8,5.5,two_passes:10
