black_label,white_label,black_family,white_family,games,black_win_rate,white_win_rate,black_win_rate_percent,white_win_rate_percent,avg_total_duration_s,avg_move_count,avg_black_move_time_s,avg_white_move_time_s,max_black_move_time_s,max_white_move_time_s,black_exceeded_move_time_limit_games,white_exceeded_move_time_limit_games,move_time_limit_s,avg_black_margin,avg_abs_margin,termination_summary
Minimax(depth=5),"MCTS(rounds=5000, c=0.6, depth=10, rollout=heuristic, expand=heuristic, prior=true)",Minimax,MCTS,5,0.2,0.8,20.0,80.0,575.4347846346209,45.6,1.5881906100122722,23.933434043960055,10.488415027968585,93.3317788799759,0,5,20.0,-21.9,25.3,move_limit_score:3; two_passes:2
