variant_name,variant_label,standard_name,standard_label,games,games_standard_black,games_standard_white,variant_win_rate,standard_win_rate,variant_win_rate_percent,standard_win_rate_percent,avg_total_duration_s,avg_move_count,avg_variant_move_time_s,avg_standard_move_time_s,max_variant_move_time_s,max_standard_move_time_s,variant_exceeded_move_time_limit_games,standard_exceeded_move_time_limit_games,move_time_limit_s,avg_variant_margin,avg_abs_margin,termination_summary
Heuristic-rollout MCTS,"MCTS(rounds=1000, c=1.414, depth=50, rollout=heuristic, expand=uniform, prior=false)",Standard MCTS,"MCTS(rounds=1000, c=1.414, depth=50, rollout=random, expand=uniform, prior=false)",10,5,5,0.8,0.2,80.0,20.0,411.68838822813706,31.3,16.9481815753,9.46088540387,37.3951234063,21.4462752091,5,4,20.0,4.4,6.0,move_limit_score:1; two_passes:9
